,portfolio_nav_gross
2011-12-29,14934679.910120146
2011-12-30,14947052.967114968
2012-01-03,14947052.967114968
2012-01-04,14951177.319446573
2012-01-05,14951177.319446573
2012-01-06,14930555.557788542
2012-01-09,14930555.557788542
2012-01-10,14930555.557788542
2012-01-11,14930555.557788542
2012-01-12,14926431.205456933
2012-01-13,14926431.205456933
2012-01-17,14926431.205456933
2012-01-18,14926431.205456933
2012-01-19,14926431.205456933
2012-01-20,14926395.513497049
2012-01-23,14925761.771412399
2012-01-24,14926088.070997398
2012-01-25,14928421.488632744
2012-01-26,14928331.45933451
2012-01-27,14929615.627942672
2012-01-30,14924168.850964256
2012-01-31,14924944.675230227
2012-02-01,14942723.413148798
2012-02-02,14955683.471214483
2012-02-03,14961632.640321815
2012-02-06,14957148.565706206
2012-02-07,14959220.365798224
2012-02-08,14955314.409821337
2012-02-09,14959957.775504496
2012-02-10,14955775.51711964
2012-02-13,14968076.677996622
2012-02-14,14965507.300484797
2012-02-15,14960269.72020075
2012-02-16,14972655.390023114
2012-02-17,14970353.992979975
2012-02-21,14984144.59152279
2012-02-22,14977896.311146818
2012-02-23,14983418.450517153
2012-02-24,14984995.530622346
2012-02-27,14982297.457893472
2012-02-28,14988600.768594854
2012-02-29,14975648.36505044
2012-03-01,14984071.016534597
2012-03-02,14965435.06435799
2012-03-05,14981342.111338353
2012-03-06,14952730.091885788
2012-03-07,14967639.402178586
2012-03-08,14989326.768566247
2012-03-09,15006212.480199805
2012-03-12,15002654.38883388
2012-03-13,15039685.837936988
2012-03-14,15020457.48883707
2012-03-15,15045221.648305539
2012-03-16,15045413.989562768
2012-03-19,15058223.614020707
2012-03-20,15041319.670107093
2012-03-21,15038295.1300465
2012-03-22,15012854.157914747
2012-03-23,15017439.932208518
2012-03-26,15059630.209776608
2012-03-27,15051629.917681698
2012-03-28,15047996.443675846
2012-03-29,15060884.600146146
2012-03-30,15063276.455539735
2012-04-02,15104480.139156377
2012-04-03,15075090.207863953
2012-04-04,15030517.418813366
2012-04-05,15022858.248089904
2012-04-09,15002802.56507345
2012-04-10,14886109.778423324
2012-04-11,14933996.93408488
2012-04-12,15000057.876848888
2012-04-13,14942935.56775445
2012-04-16,14950248.679123245
2012-04-17,15029624.503794745
2012-04-18,14999487.858767968
2012-04-19,14993291.512114752
2012-04-20,15017643.261607321
2012-04-23,14938960.028246474
2012-04-24,14973850.819394864
2012-04-25,15072557.865321085
2012-04-26,15132365.64976043
2012-04-27,15202195.033899853
2012-04-30,15145104.316786187
2012-05-01,15158820.643034922
2012-05-02,15176156.534833282
2012-05-03,15095915.983654926
2012-05-04,15003669.94045111
2012-05-07,15003901.249554392
2012-05-08,14992154.284688788
2012-05-09,14953631.209169278
2012-05-10,14979915.372493017
2012-05-11,15057110.173571412
2012-05-14,14847388.10535482
2012-05-15,14784256.282499913
2012-05-16,14693365.677123504
2012-05-17,14388819.358575618
2012-05-18,14264008.575892206
2012-05-21,14506498.062076455
2012-05-22,14496239.57062493
2012-05-23,14556412.88758023
2012-05-24,14569743.847575808
2012-05-25,14567191.835043607
2012-05-29,14706605.860121006
2012-05-30,14492384.488581317
2012-05-31,14467974.682403993
2012-06-01,14121484.52930735
2012-06-04,14097920.025057139
2012-06-05,14214140.029212125
2012-06-06,14475446.433516337
2012-06-07,14432467.881892823
2012-06-08,14532380.993479747
2012-06-11,14335949.13097908
2012-06-12,14444657.047162496
2012-06-13,14334708.411678167
2012-06-14,14429001.491804691
2012-06-15,14539864.274443403
2012-06-18,14594981.46825718
2012-06-19,14745411.191644335
2012-06-20,14727806.842947403
2012-06-21,14485528.880394187
2012-06-22,14562115.6154311
2012-06-25,14441109.708221324
2012-06-26,14493871.529516144
2012-06-27,14570147.668664142
2012-06-28,14564639.307311252
2012-06-29,14836190.336080465
2012-07-02,14911502.2659542
2012-07-03,15007455.916222401
2012-07-05,14997025.934982663
2012-07-06,14899485.801548433
2012-07-09,14868217.710158909
2012-07-10,14725116.848131219
2012-07-11,14690540.791672138
2012-07-12,14672366.935803771
2012-07-13,14821103.167577095
2012-07-16,14787066.578639567
2012-07-17,14841019.53253131
2012-07-18,14888621.991032941
2012-07-19,14876955.356522793
2012-07-20,14749994.61414615
2012-07-23,14623542.827773236
2012-07-24,14521529.06645476
2012-07-25,14531861.892120784
2012-07-26,14643573.444162432
2012-07-27,14816231.550110618
2012-07-30,14785491.391546827
2012-07-31,14711794.855349869
2012-08-01,14632892.848757232
2012-08-02,14636764.325894035
2012-08-03,14821228.994298752
2012-08-06,14864824.276040476
2012-08-07,14918589.416435119
2012-08-08,14886201.370091101
2012-08-09,14904343.306183338
2012-08-10,14900490.210248794
2012-08-13,14901110.36645986
2012-08-14,14886062.278604217
2012-08-15,14935658.114363736
2012-08-16,15010105.665989054
2012-08-17,15050329.87316384
2012-08-20,15027746.384521218
2012-08-21,15011307.92146113
2012-08-22,15001406.352800231
2012-08-23,14956164.21955299
2012-08-24,15008691.048767125
2012-08-27,15049473.69087966
2012-08-28,15067759.19523934
2012-08-29,15080288.639200987
2012-08-30,15025152.521052351
2012-08-31,15056215.572749732
2012-09-04,15120013.996898392
2012-09-05,15098521.322541274
2012-09-06,15212987.934556738
2012-09-07,15244061.426377386
2012-09-10,15207518.199172443
2012-09-11,15218735.294456484
2012-09-12,15240197.81475086
2012-09-13,15323032.762261767
2012-09-14,15383049.600544678
2012-09-17,15344032.12660122
2012-09-18,15329056.798874205
2012-09-19,15353663.608577097
2012-09-20,15333322.319125209
2012-09-21,15351071.424241463
2012-09-24,15339258.415403
2012-09-25,15257983.43580303
2012-09-26,15220040.925742773
2012-09-27,15291156.146718394
2012-09-28,15270985.067087725
2012-10-01,15299965.850614155
2012-10-02,15302511.298273383
2012-10-03,15330212.654391086
2012-10-04,15394425.900260704
2012-10-05,15402754.698688969
2012-10-08,15375679.418474745
2012-10-09,15299540.109815735
2012-10-10,15278628.220239008
2012-10-11,15304222.393375957
2012-10-12,15277574.702409482
2012-10-15,15337385.542667277
2012-10-16,15400428.156374177
2012-10-17,15443069.292218184
2012-10-18,15422782.61984042
2012-10-19,15345819.30670994
2012-10-22,15333370.722249465
2012-10-23,15235635.298135826
2012-10-24,15189966.73835841
2012-10-25,15240217.096481996
2012-10-26,15218000.13409705
2012-10-31,15318014.101276107
2012-11-01,15535379.273195773
2012-11-02,15391181.109053869
2012-11-05,15464056.472272875
2012-11-06,15577541.939318506
2012-11-07,15270249.090393443
2012-11-08,15119224.057411365
2012-11-09,15142479.048302846
2012-11-12,15131176.252501301
2012-11-13,15096212.234663345
2012-11-14,14843738.63956805
2012-11-15,14795958.45397321
2012-11-16,14915216.251808573
2012-11-19,15180290.595536524
2012-11-20,15217694.448080521
2012-11-21,15277289.496624073
2012-11-23,15418376.322597317
2012-11-26,15379728.245713523
2012-11-27,15381651.629091227
2012-11-28,15474334.44416375
2012-11-29,15570187.833459383
2012-11-30,15562927.310742678
2012-12-03,15555371.06741919
2012-12-04,15583176.240496308
2012-12-05,15584061.845105989
2012-12-06,15629070.601583945
2012-12-07,15645835.02760407
2012-12-10,15740042.796139404
2012-12-11,15789259.965441577
2012-12-12,15766125.198965497
2012-12-13,15715710.552378213
2012-12-14,15708582.551785637
2012-12-17,15871462.764786916
2012-12-18,16032224.225138286
2012-12-19,16022432.264477953
2012-12-20,16088932.188481763
2012-12-21,15997877.531612147
2012-12-24,15992083.738549965
2012-12-26,15931591.160774872
2012-12-27,15944907.471796187
2012-12-28,15802948.852528036
2012-12-31,16099917.17391481
2013-01-02,16448102.245835576
2013-01-03,16415408.171193566
2013-01-04,16499621.306197692
2013-01-07,16446239.836730298
2013-01-08,16413090.345862282
2013-01-09,16512394.058181362
2013-01-10,16579371.096480919
2013-01-11,16595532.628186438
2013-01-14,16619644.796097314
2013-01-15,16649997.305245528
2013-01-16,16624630.627274057
2013-01-17,16751229.020610062
2013-01-18,16797725.445751075
2013-01-22,16891884.550010253
2013-01-23,16849387.40518626
2013-01-24,16933269.099434763
2013-01-25,17052709.150204048
2013-01-28,17058164.888684634
2013-01-29,17056693.478590455
2013-01-30,16969097.44834902
2013-01-31,16993930.841151718
2013-02-01,17135598.352456234
2013-02-04,16980273.756571125
2013-02-05,17120179.238646604
2013-02-06,17150831.463295612
2013-02-07,17083448.183716904
2013-02-08,17191634.077355478
2013-02-11,17171780.40423974
2013-02-12,17250318.55198232
2013-02-13,17297132.457948986
2013-02-14,17331831.667852193
2013-02-15,17306327.142833512
2013-02-19,17379856.62837057
2013-02-20,17139546.751455892
2013-02-21,16990290.65200671
2013-02-22,17143473.813765395
2013-02-25,16947379.717616573
2013-02-26,17036021.89828016
2013-02-27,17210276.778758764
2013-02-28,17210857.27379029
2013-03-01,17280004.482775304
2013-03-04,17351476.146930374
2013-03-05,17584708.756763764
2013-03-06,17575958.418836847
2013-03-07,17595031.338927336
2013-03-08,17694340.21555336
2013-03-11,17758613.65835211
2013-03-12,17723354.34102224
2013-03-13,17768295.013577472
2013-03-14,17850332.616008773
2013-03-15,17807405.845284343
2013-03-18,17745568.237957474
2013-03-19,17706659.03660922
2013-03-20,17820280.46323873
2013-03-21,17712707.174303412
2013-03-22,17738289.00860923
2013-03-25,17734810.640969794
2013-03-26,17790935.367647503
2013-03-27,17813902.006703056
2013-03-28,17929668.118948612
2013-04-01,17806915.820369028
2013-04-02,17801912.389503248
2013-04-03,17598305.344645966
2013-04-04,17661075.493518062
2013-04-05,17623600.109232526
2013-04-08,17734520.217375576
2013-04-09,17725893.667993236
2013-04-10,17915542.819263697
2013-04-11,18052361.4143254
2013-04-12,18024881.668368034
2013-04-15,17636776.85093362
2013-04-16,17831312.255789604
2013-04-17,17640223.532808173
2013-04-18,17575235.605020296
2013-04-19,17720673.456988707
2013-04-22,17765002.50923263
2013-04-23,18010883.509737015
2013-04-24,18100487.562207684
2013-04-25,18265473.009957466
2013-04-26,18193535.99354928
2013-04-29,18312035.07380442
2013-04-30,18404526.31959201
2013-05-01,18166778.747575283
2013-05-02,18375065.171803273
2013-05-03,18584752.10143285
2013-05-06,18703278.8723371
2013-05-07,18827801.54439338
2013-05-08,18892586.345479153
2013-05-09,18822262.225933712
2013-05-10,18960696.079438094
2013-05-13,18947315.988577764
2013-05-14,19146217.269355495
2013-05-15,19219067.863351487
2013-05-16,19146871.981276307
2013-05-17,19340827.80010377
2013-05-20,19349328.276548546
2013-05-21,19393363.08153325
2013-05-22,19172440.47423939
2013-05-23,19174734.82356901
2013-05-24,19161169.222641826
2013-05-28,19334310.117966108
2013-05-29,19214456.400830977
2013-05-30,19321641.20243474
2013-05-31,19164018.730179083
2013-06-03,19211672.824092466
2013-06-04,19113679.52809955
2013-06-05,18911899.666893702
2013-06-06,19066724.842814416
2013-06-07,19216578.311417814
2013-06-10,19280871.0801451
2013-06-11,19087207.045299105
2013-06-12,18971013.314891953
2013-06-13,19225499.723920576
2013-06-14,19127370.73800483
2013-06-17,19176075.393425092
2013-06-18,19320292.959442187
2013-06-19,19183710.89383738
2013-06-20,18798909.825150985
2013-06-21,18808687.05423469
2013-06-24,18625896.715754893
2013-06-25,18802765.06164783
2013-06-26,18922535.026585676
2013-06-27,19114671.019598812
2013-06-28,19078849.197797254
2013-07-01,19241850.204622917
2013-07-02,19211805.11022585
2013-07-03,19214817.561611224
2013-07-05,19392593.663970035
2013-07-08,19434076.00377384
2013-07-09,19561469.149965096
2013-07-10,19574171.472960375
2013-07-11,19762560.990318146
2013-07-12,19783161.81428216
2013-07-15,19864793.740353808
2013-07-16,19784195.731381416
2013-07-17,19833572.22830038
2013-07-18,19937249.63452417
2013-07-19,19930013.45437967
2013-07-22,19970802.491812643
2013-07-23,19959712.040428735
2013-07-24,19877990.407252084
2013-07-25,19983173.292553116
2013-07-26,19948172.426988006
2013-07-29,19934312.35522537
2013-07-30,19992803.834482435
2013-07-31,20008233.46888622
2013-08-01,20232822.91061753
2013-08-02,20232131.35385316
2013-08-05,20236515.636829972
2013-08-06,20104989.809112195
2013-08-07,20012570.846954484
2013-08-08,20191724.24794339
2013-08-09,20185234.41623888
2013-08-12,20215153.168787338
2013-08-13,20235548.526143834
2013-08-14,20177858.589389063
2013-08-15,19957204.605565827
2013-08-16,19907767.48377803
2013-08-19,19906825.368268527
2013-08-20,19907954.08984936
2013-08-21,19909383.915721007
2013-08-22,19910065.33496063
2013-08-23,19910989.360315025
2013-08-26,19910226.064465374
2013-08-27,19906351.216872208
2013-08-28,19907338.980150703
2013-08-29,19908213.408381496
2013-08-30,19906774.738950465
2013-09-03,19909703.46605443
2013-09-04,19909585.837151464
2013-09-05,19909850.45797083
2013-09-06,19911762.97209507
2013-09-09,19912287.111380726
2013-09-10,19913616.01250318
2013-09-11,19913168.69367007
2013-09-12,19913047.2810875
2013-09-13,19914824.00893028
2013-09-16,19916081.17705702
2013-09-17,19917179.68130877
2013-09-18,19917488.173145674
2013-09-19,19917700.334492188
2013-09-20,19919216.923938345
2013-09-23,19918515.384083338
2013-09-24,19918727.33820274
2013-09-25,19918150.09032655
2013-09-26,19919112.402505662
2013-09-27,19923823.90313641
2013-09-30,19919773.356858794
2013-10-01,19928635.32851554
2013-10-02,19926402.267860048
2013-10-03,19922079.093852222
2013-10-04,19932642.097081583
2013-10-07,19920352.93059183
2013-10-08,19906372.66117113
2013-10-09,19899017.875717007
2013-10-10,19923246.099944334
2013-10-11,20070170.813614085
2013-10-14,20162915.410678316
2013-10-15,19994456.132306404
2013-10-16,20188281.309200894
2013-10-17,20337261.72445881
2013-10-18,20467355.23929615
2013-10-21,20474121.92728544
2013-10-22,20609699.717444364
2013-10-23,20567865.89571
2013-10-24,20720642.063790675
2013-10-25,20741588.64124845
2013-10-28,20660006.582444932
2013-10-29,20643674.768741198
2013-10-30,20484033.62373788
2013-10-31,20468700.138392065
2013-11-01,20490235.97242151
2013-11-04,20645634.78022667
2013-11-05,20617518.9421801
2013-11-06,20605495.732038222
2013-11-07,20416073.175670065
2013-11-08,20663217.835368507
2013-11-11,20763708.93292271
2013-11-12,20749409.745640066
2013-11-13,20978520.078914475
2013-11-14,21044736.969719518
2013-11-15,21121055.331489146
2013-11-18,20997478.532084547
2013-11-19,20844892.23175946
2013-11-20,20840000.155802935
2013-11-21,21022586.171472408
2013-11-22,21124683.61369924
2013-11-25,21168384.434439152
2013-11-26,21240197.70765461
2013-11-27,21329640.88314939
2013-11-29,21342632.999363337
2013-12-02,21285106.48144568
2013-12-03,21163484.93687228
2013-12-04,21164319.4038493
2013-12-05,21157745.80610258
2013-12-06,21298460.885577943
2013-12-09,21306833.883099563
2013-12-10,21266639.649726078
2013-12-11,21022990.95810533
2013-12-12,21032098.65469154
2013-12-13,21093615.068722367
2013-12-16,21202570.38474211
2013-12-17,21174764.834698167
2013-12-18,21385506.379901055
2013-12-19,21334473.160656247
2013-12-20,21584027.69147789
2013-12-23,21741046.970799573
2013-12-24,21811980.500696
2013-12-26,21842177.179638874
2013-12-27,21802027.301606126
2013-12-30,21832398.65283234
2013-12-31,21867393.992220573
2014-01-02,21725467.5377732
2014-01-03,21775558.54488377
2014-01-06,21689014.115171917
2014-01-07,21800379.18895244
2014-01-08,21849167.90001338
2014-01-09,21866509.033032782
2014-01-10,21943514.73212912
2014-01-13,21792046.635784395
2014-01-14,22002988.63932097
2014-01-15,22099848.88379944
2014-01-16,22105743.348897096
2014-01-17,22059989.755204607
2014-01-21,22139261.117113326
2014-01-22,22219568.148744073
2014-01-23,22153980.499299206
2014-01-24,21743446.95505094
2014-01-27,21607259.522254087
2014-01-28,21772248.082707748
2014-01-29,21607625.559118822
2014-01-30,21797724.088009488
2014-01-31,21712790.642203853
2014-02-03,21143873.038871743
2014-02-04,21288431.89379514
2014-02-05,21235724.467631053
2014-02-06,21463855.39887777
2014-02-07,21772375.527795747
2014-02-10,21798200.4977751
2014-02-11,22008766.400923047
2014-02-12,22086939.970306605
2014-02-13,22246630.590318494
2014-02-14,22294142.700516608
2014-02-18,22544975.456479546
2014-02-19,22338783.970886987
2014-02-20,22615879.307493355
2014-02-21,22629499.667501852
2014-02-24,22781712.144496113
2014-02-25,22785398.576422755
2014-02-26,22764884.972763725
2014-02-27,22902045.864098668
2014-02-28,22832680.770747583
2014-03-03,22698943.354427747
2014-03-04,23082296.094641633
2014-03-05,23039329.429513417
2014-03-06,23028912.110909924
2014-03-07,23012204.230188675
2014-03-10,22935187.717822187
2014-03-11,22798209.772428922
2014-03-12,22843867.799694393
2014-03-13,22538406.347534727
2014-03-14,22589349.392910827
2014-03-17,22710054.714926846
2014-03-18,22902772.277647845
2014-03-19,22760066.874026623
2014-03-20,22784456.18301179
2014-03-21,22685902.336900383
2014-03-24,22508690.99775305
2014-03-25,22512014.335000243
2014-03-26,22271488.084012695
2014-03-27,22221734.397004772
2014-03-28,22268671.420785718
2014-03-31,22711638.33896979
2014-04-01,22912915.338494968
2014-04-02,23072970.39730513
2014-04-03,22866391.69800662
2014-04-04,22397502.872001335
2014-04-07,22036214.92552183
2014-04-08,22192324.757034183
2014-04-09,22527579.56421814
2014-04-10,22015069.385234624
2014-04-11,21734105.939340364
2014-04-14,21820848.867124077
2014-04-15,21916166.2863286
2014-04-16,22159416.83586067
2014-04-17,22243030.002027582
2014-04-21,22322340.586791985
2014-04-22,22602850.76405539
2014-04-23,22483856.8998483
2014-04-24,22503241.53293217
2014-04-25,22198830.059814066
2014-04-28,22097442.293863174
2014-04-29,22156033.293468144
2014-04-30,22302333.140236292
2014-05-01,22358080.380918887
2014-05-02,22417185.651224356
2014-05-05,22407892.098407157
2014-05-06,22182990.06890176
2014-05-07,22281230.886147574
2014-05-08,22137542.465417985
2014-05-09,22167093.892111897
2014-05-12,22399663.270058315
2014-05-13,22321336.839172326
2014-05-14,22165933.908877872
2014-05-15,22011432.586937025
2014-05-16,22118148.863110196
2014-05-19,22249585.23008352
2014-05-20,22077400.834650997
2014-05-21,22157546.16477148
2014-05-22,22246772.16306291
2014-05-23,22391673.8196129
2014-05-27,22569318.64621298
2014-05-28,22534232.34453813
2014-05-29,22594272.220855817
2014-05-30,22582985.906198885
2014-06-02,22613522.319331523
2014-06-03,22636185.96698243
2014-06-04,22717736.545158368
2014-06-05,22907649.290621717
2014-06-06,23027286.57788524
2014-06-09,23049866.946973797
2014-06-10,23024590.139190704
2014-06-11,22947271.023742028
2014-06-12,22800142.632161357
2014-06-13,22832565.377646245
2014-06-16,22869766.28876706
2014-06-17,22988385.302522484
2014-06-18,23102708.811652698
2014-06-19,23102037.470987253
2014-06-20,23193427.156737253
2014-06-23,23177999.61831603
2014-06-24,23021152.746342484
2014-06-25,23176455.76882185
2014-06-26,23155381.746914558
2014-06-27,23205930.574426655
2014-06-30,23278860.8092953
2014-07-01,23430136.40106827
2014-07-02,23434908.234807473
2014-07-03,23527929.01849933
2014-07-07,23333259.501725156
2014-07-08,23206541.10550837
2014-07-09,23256516.892271154
2014-07-10,23167212.733331632
2014-07-11,23144055.48666301
2014-07-14,23198711.525593825
2014-07-15,23087720.14328271
2014-07-16,23074841.360510115
2014-07-17,22867331.55798954
2014-07-18,23061188.90307889
2014-07-21,23033990.401984885
2014-07-22,23125867.285460114
2014-07-23,23136172.250218064
2014-07-24,23108607.85491175
2014-07-25,23012602.748239987
2014-07-28,22957044.71054793
2014-07-29,22904233.65352686
2014-07-30,22944191.39782344
2014-07-31,22656836.80699237
2014-08-01,22629480.587148108
2014-08-04,22733662.577033438
2014-08-05,22635216.722969845
2014-08-06,22694253.57820959
2014-08-07,22644430.893368073
2014-08-08,22769254.704396326
2014-08-11,22935297.496284753
2014-08-12,22851281.683839474
2014-08-13,23062167.28150467
2014-08-14,23157749.644148614
2014-08-15,23136884.089432534
2014-08-18,23410340.79500257
2014-08-19,23503151.62646906
2014-08-20,23501161.327046108
2014-08-21,23508448.974236343
2014-08-22,23642758.506276365
2014-08-25,23708834.395874806
2014-08-26,23745045.934819367
2014-08-27,23860954.418518335
2014-08-28,23774850.031961914
2014-08-29,23914571.371600967
2014-09-02,24011893.088272557
2014-09-03,23985732.051270954
2014-09-04,23873486.827090338
2014-09-05,24081905.23890335
2014-09-08,24059926.11030225
2014-09-09,23863878.50729933
2014-09-10,23929464.761829536
2014-09-11,24142602.560176495
2014-09-12,24023966.71856316
2014-09-15,24028468.740200575
2014-09-16,24043147.10474803
2014-09-17,24051737.92998376
2014-09-18,24204092.856035925
2014-09-19,24085026.198792573
2014-09-22,23820686.37480589
2014-09-23,23605117.426620338
2014-09-24,23735702.745471574
2014-09-25,23446691.340758003
2014-09-26,23562184.49619461
2014-09-29,23546616.30913776
2014-09-30,23379388.1471849
2014-10-01,23101862.2328672
2014-10-02,23169797.588550225
2014-10-03,23341080.560579173
2014-10-06,23245779.09910188
2014-10-07,22953694.300290454
2014-10-08,23263178.307965003
2014-10-09,22831331.351463195
2014-10-10,22531965.37305495
2014-10-13,22483097.639124066
2014-10-14,22397805.121732783
2014-10-15,22394624.287483852
2014-10-16,22409828.459655445
2014-10-17,22415951.940281626
2014-10-20,22479679.69801994
2014-10-21,22535593.121689692
2014-10-22,22492795.04371117
2014-10-23,22565169.9474818
2014-10-24,22552681.528197747
2014-10-27,22572578.44640592
2014-10-28,22623467.99913279
2014-10-29,22611851.155850213
2014-10-30,22648283.836234026
2014-10-31,22693926.02259528
2014-11-03,22733640.507802755
2014-11-04,22682145.106461637
2014-11-05,22726642.15035147
2014-11-06,22775341.62531695
2014-11-07,22799272.306266766
2014-11-10,22796801.87581516
2014-11-11,22795254.796791866
2014-11-12,22885548.226830874
2014-11-13,22909447.922016766
2014-11-14,22872187.67161439
2014-11-17,22891262.38001143
2014-11-18,23008803.77087572
2014-11-19,23067273.80778151
2014-11-20,23076255.06143613
2014-11-21,22973823.199669387
2014-11-24,23060219.659035258
2014-11-25,23077215.540878702
2014-11-26,23122470.316521425
2014-11-28,23041305.247711856
2014-12-01,22972172.57741246
2014-12-02,22996063.103252593
2014-12-03,22994782.15298647
2014-12-04,22963515.382196773
2014-12-05,23085460.604780868
2014-12-08,22893304.079093054
2014-12-09,22904474.6541307
2014-12-10,22811434.36681808
2014-12-11,22830966.230195656
2014-12-12,22708557.83227454
2014-12-15,22708583.721673504
2014-12-16,22687882.91469455
2014-12-17,22779270.262221772
2014-12-18,22828934.510408007
2014-12-19,22807436.630947467
2014-12-22,22866948.6172741
2014-12-23,22896445.613759015
2014-12-24,22902651.95056357
2014-12-26,22921713.629098713
2014-12-29,22943721.715226036
2014-12-30,22948573.178954504
2014-12-31,22906664.92805115
2015-01-02,22933065.13730647
2015-01-05,22852658.584827464
2015-01-06,22787511.69365927
2015-01-07,22832694.228403818
2015-01-08,22868488.153827928
2015-01-09,22851977.913774364
2015-01-12,22836184.969232764
2015-01-13,22832351.32952106
2015-01-14,22812824.19946236
2015-01-15,22765101.333997693
2015-01-16,22812381.759130582
2015-01-20,22799932.110929757
2015-01-21,22809420.84062305
2015-01-22,22869380.12382962
2015-01-23,22868494.21146246
2015-01-26,22897148.161671825
2015-01-27,22874000.20931413
2015-01-28,22827364.566233125
2015-01-29,22874689.771558255
2015-01-30,22806557.56325308
2015-02-02,22843479.967677318
2015-02-03,22912751.11364371
2015-02-04,22903170.73283269
2015-02-05,22945667.564971283
2015-02-06,22924218.3750561
2015-02-09,22889965.283920996
2015-02-10,22928087.672321558
2015-02-11,22923418.15499228
2015-02-12,22980743.975937463
2015-02-13,23001634.71959961
2015-02-17,23001009.302428354
2015-02-18,23033203.38723226
2015-02-19,23020754.565275423
2015-02-20,23045773.026809327
2015-02-23,23053203.132714696
2015-02-24,23058831.79409515
2015-02-25,23052381.65403832
2015-02-26,23052324.127254985
2015-02-27,23027539.016585518
2015-03-02,23073294.27067062
2015-03-03,23049415.092203133
2015-03-04,23019885.776476838
2015-03-05,23038810.53902182
2015-03-06,22956519.14948035
2015-03-09,22992066.669912234
2015-03-10,22920903.505720586
2015-03-11,22933993.744541753
2015-03-12,23029615.38677681
2015-03-13,22954418.849318523
2015-03-16,23164162.314819753
2015-03-17,23243783.815567646
2015-03-18,23432743.727831226
2015-03-19,23406006.142687496
2015-03-20,23581608.21563067
2015-03-23,23479017.803304438
2015-03-24,23434990.81128093
2015-03-25,23048485.7543163
2015-03-26,22983950.258041345
2015-03-27,23174895.580996647
2015-03-30,23357792.232946496
2015-03-31,23113000.867387578
2015-04-01,23091777.56010351
2015-04-02,23105324.131520364
2015-04-06,23216724.442434605
2015-04-07,23111500.127375837
2015-04-08,23286096.60009591
2015-04-09,23286915.940763004
2015-04-10,23406196.687929284
2015-04-13,23363474.39911474
2015-04-14,23341552.72398241
2015-04-15,23539780.08682005
2015-04-16,23532538.158845212
2015-04-17,23262906.71182817
2015-04-20,23449180.48056049
2015-04-21,23470032.412982263
2015-04-22,23539992.371753447
2015-04-23,23651061.426000733
2015-04-24,23595142.86204367
2015-04-27,23402337.077301577
2015-04-28,23446994.869558915
2015-04-29,23320079.020291544
2015-04-30,22988398.788525652
2015-05-01,23226376.515705258
2015-05-04,23319215.74652029
2015-05-05,23045086.329844207
2015-05-06,22979753.31991572
2015-05-07,23098631.807509087
2015-05-08,23314156.056170028
2015-05-11,23317280.87700193
2015-05-12,23259441.715056233
2015-05-13,23247168.26519841
2015-05-14,23441665.034875367
2015-05-15,23435363.94898098
2015-05-18,23583203.48620477
2015-05-19,23648038.529853012
2015-05-20,23651141.018155716
2015-05-21,23672407.756343316
2015-05-22,23554415.08420362
2015-05-26,23323911.014329903
2015-05-27,23516865.832521014
2015-05-28,23489267.30637329
2015-05-29,23366414.44269402
2015-06-01,23424358.62176933
2015-06-02,23451454.74525865
2015-06-03,23581436.324791133
2015-06-04,23398884.705191795
2015-06-05,23515767.69892498
2015-06-08,23356596.431805912
2015-06-09,23328888.734245438
2015-06-10,23572953.278707433
2015-06-11,23647064.034177195
2015-06-12,23599952.615388345
2015-06-15,23473183.590725772
2015-06-16,23581069.90443303
2015-06-17,23593301.96524555
2015-06-18,23807120.43464999
2015-06-19,23770130.770736374
2015-06-22,23868592.945208345
2015-06-23,23907781.12251508
2015-06-24,23742703.972360056
2015-06-25,23725937.36510121
2015-06-26,23710049.948399693
2015-06-29,23317950.543098096
2015-06-30,23404388.863029312
2015-07-01,23501039.998462003
2015-07-02,23480581.94542763
2015-07-06,23501631.257519975
2015-07-07,23535544.32948664
2015-07-08,23163455.417256065
2015-07-09,23279962.649446983
2015-07-10,23542416.668472834
2015-07-13,23732440.340313036
2015-07-14,23887981.004237495
2015-07-15,23794308.06002071
2015-07-16,23935184.2807488
2015-07-17,23856779.708746433
2015-07-20,23843056.78570714
2015-07-21,23775459.48798829
2015-07-22,23812018.550880626
2015-07-23,23714995.628212254
2015-07-24,23560825.88587772
2015-07-27,23412671.421826825
2015-07-28,23535733.18246622
2015-07-29,23723546.29495289
2015-07-30,23696439.895465627
2015-07-31,23805958.962144766
2015-08-03,23768070.524761748
2015-08-04,23762173.317838643
2015-08-05,23846161.252337206
2015-08-06,23637145.96772201
2015-08-07,23571814.16905259
2015-08-10,23776117.59116732
2015-08-11,23661202.93929391
2015-08-12,23692728.258617543
2015-08-13,23750321.851328835
2015-08-14,23836324.81975362
2015-08-17,23938151.73025605
2015-08-18,23888935.588501826
2015-08-19,23761731.808193974
2015-08-20,23401131.108513024
2015-08-21,22975493.052867424
2015-08-24,22975493.052867424
2015-08-25,22975493.052867424
2015-08-26,22975493.052867424
2015-08-27,22975493.052867424
2015-08-28,22975493.052867424
2015-08-31,22975493.052867424
2015-09-01,22975493.052867424
2015-09-02,22975493.052867424
2015-09-03,22975493.052867424
2015-09-04,22975493.052867424
2015-09-08,22975493.052867424
2015-09-09,22975493.052867424
2015-09-10,22975493.052867424
2015-09-11,22975493.052867424
2015-09-14,22975493.052867424
