,portfolio_nav_gross
2019-05-30,41617053.20684386
2019-05-31,41090200.90171394
2019-06-03,41178079.892804384
2019-06-04,42019701.39079489
2019-06-05,42145167.45362497
2019-06-06,42287303.923146136
2019-06-07,42547682.65446198
2019-06-10,42678213.060976684
2019-06-11,42535210.93430816
2019-06-12,42501122.11356416
2019-06-13,42796638.56420627
2019-06-14,42653589.30474535
2019-06-17,42723586.1441704
2019-06-18,43144403.43458824
2019-06-19,43248154.66416435
2019-06-20,43565939.02025719
2019-06-21,43369842.18054404
2019-06-24,43138008.290666826
2019-06-25,42881773.05668829
2019-06-26,42811152.32236111
2019-06-27,43283317.47858413
2019-06-28,43705706.99798229
2019-07-01,43935801.82425149
2019-07-02,43960088.94193498
2019-07-03,44234714.36150976
2019-07-05,44180875.67317385
2019-07-08,43871514.80859549
2019-07-09,43885018.19055316
2019-07-10,44041295.17118721
2019-07-11,44038874.49650104
2019-07-12,44198934.45502315
2019-07-15,44048552.12247328
2019-07-16,44135766.23292727
2019-07-17,43908055.73916062
2019-07-18,44051426.168975316
2019-07-19,44016476.010367356
2019-07-22,44174393.902412705
2019-07-23,44521483.76288264
2019-07-24,45153130.426893786
2019-07-25,44730970.54210779
2019-07-26,44848363.219477944
2019-07-29,44666932.263802476
2019-07-30,44826344.06040544
2019-07-31,44588070.33922279
2019-08-01,44407857.58086198
2019-08-02,44147209.78221373
2019-08-05,43037121.24624611
2019-08-06,43543711.05512828
2019-08-07,43618352.08667525
2019-08-08,44390379.236698344
2019-08-09,43990599.74726632
2019-08-12,43416235.92362198
2019-08-13,43896741.07565608
2019-08-14,42723980.7433783
2019-08-15,42690929.04612623
2019-08-16,43441874.33622788
2019-08-19,43825052.132589884
2019-08-20,43472188.62204188
2019-08-21,44371843.447104804
2019-08-22,44468527.18155245
2019-08-23,43377564.09506589
2019-08-26,43732237.268745564
2019-08-27,43455363.75451564
2019-08-28,44144285.885358326
2019-08-29,44720070.02940506
2019-08-30,44843422.41729001
2019-09-03,44347637.45277158
2019-09-04,44900276.11498551
2019-09-05,45582121.97581466
2019-09-06,45586538.270589374
2019-09-09,46272566.50131313
2019-09-10,45791318.32618621
2019-09-11,46091759.25524064
2019-09-12,45897057.81757332
2019-09-13,46225262.910586536
2019-09-16,46529376.844691046
2019-09-17,46684927.72077404
2019-09-18,46364915.49731676
2019-09-19,46536276.316127166
2019-09-20,46292167.20620616
2019-09-23,46322436.69090391
2019-09-24,45965492.67268424
2019-09-25,46236217.19237036
2019-09-26,46029383.01708163
2019-09-27,45652440.80586572
2019-09-30,45940977.66930885
2019-10-01,45229291.743354954
2019-10-02,44457907.249511614
2019-10-03,44549475.47763747
2019-10-04,45002520.97370703
2019-10-07,44823641.678732164
2019-10-08,43962691.8623775
2019-10-09,44350842.16139682
2019-10-10,44404635.52854185
2019-10-11,45101388.73236616
2019-10-14,44806155.9865012
2019-10-15,45297994.55000588
2019-10-16,45281149.884438306
2019-10-17,45721276.83838338
2019-10-18,45688925.64863324
2019-10-21,46059656.64233072
2019-10-22,46009025.1263866
2019-10-23,46396173.59595965
2019-10-24,46515133.22659871
2019-10-25,46622903.89553237
2019-10-28,46873348.171906605
2019-10-29,46818338.45263636
2019-10-30,46994594.800673485
2019-10-31,46600327.31793754
2019-11-01,47120179.19290629
2019-11-04,47382188.5202067
2019-11-05,47419523.86013721
2019-11-06,47294670.17791585
2019-11-07,47492640.141030125
2019-11-08,47675561.16191158
2019-11-11,48946352.7376086
2019-11-12,48886172.8574519
2019-11-13,48829784.31105382
2019-11-14,48878470.956861705
2019-11-15,49441835.231044166
2019-11-18,49749734.92810878
2019-11-19,49389937.61187199
2019-11-20,49114330.93551983
2019-11-21,49531451.06325831
2019-11-22,49704170.93682417
2019-11-25,50214108.48328044
2019-11-26,50409209.258276455
2019-11-27,50628495.3091531
2019-11-29,50297481.66654683
2019-12-02,49873324.851083554
2019-12-03,49771792.57207601
2019-12-04,50006436.671606734
2019-12-05,50050894.63628157
2019-12-06,50611017.97494638
2019-12-09,50199325.74794006
2019-12-10,49992612.76998387
2019-12-11,50380202.77348027
2019-12-12,50868260.53125496
2019-12-13,50661091.66671662
2019-12-16,50828512.84418126
2019-12-17,50762386.90155068
2019-12-18,50664529.41371315
2019-12-19,50757702.7751077
2019-12-20,51007006.10102607
2019-12-23,51081990.153572
2019-12-24,51127061.709196925
2019-12-26,51147535.62883548
2019-12-27,51042219.77530356
2019-12-30,50848625.89450252
2019-12-31,50940937.99387015
2020-01-02,50989693.68260987
2020-01-03,51146775.84300899
2020-01-06,51088124.11139979
2020-01-07,50736761.39939231
2020-01-08,50974699.6368111
2020-01-09,51127629.09997086
2020-01-10,50891939.29647485
2020-01-13,51365846.51290957
2020-01-14,51481163.34571913
2020-01-15,51617298.68830777
2020-01-16,52031446.0494229
2020-01-17,52145211.11061698
2020-01-21,52113686.519972615
2020-01-22,52465471.28865771
2020-01-23,52823138.13026436
2020-01-24,52311655.268903434
2020-01-27,51388442.73440309
2020-01-28,51958575.54289735
2020-01-29,51834289.01362867
2020-01-30,51891645.17794618
2020-01-31,51239551.97465713
2020-02-03,52159292.040495135
2020-02-04,52348743.576712996
2020-02-05,52835371.361466266
2020-02-06,52801283.75224252
2020-02-07,52359063.7773797
2020-02-10,52825220.04546496
2020-02-11,52546986.088210195
2020-02-12,52930838.32794355
2020-02-13,53055234.41473834
2020-02-14,52932133.50967593
2020-02-18,52559529.76078273
2020-02-19,52720499.89046796
2020-02-20,52948926.68431905
2020-02-21,52254008.12298566
2020-02-24,50630443.67760218
2020-02-25,49255664.8832951
2020-02-26,48821277.61970506
2020-02-27,47417435.83671237
2020-02-28,47275788.43311556
2020-03-02,47337877.573621705
2020-03-03,47276738.90850299
2020-03-04,47334891.52034075
2020-03-05,47327341.9499533
2020-03-06,47297891.5711605
2020-03-09,47286718.45777596
2020-03-10,47292866.874426246
2020-03-11,47284265.781170614
2020-03-12,47275675.30851147
2020-03-13,47286057.78976385
2020-03-16,47286057.78976385
2020-03-17,47286057.78976385
2020-03-18,47286057.78976385
2020-03-19,47286057.78976385
2020-03-20,47460201.93415307
2020-03-23,46102253.858581655
2020-03-24,51461116.17168375
2020-03-25,53735692.85701496
2020-03-26,57119828.23167468
2020-03-27,54773727.683256544
2020-03-30,55154103.678888224
2020-03-31,54514608.03133652
2020-04-01,50989282.01191808
2020-04-02,51373881.460998684
2020-04-03,49848902.26893492
2020-04-06,54475240.900353916
2020-04-07,55734649.25789827
2020-04-08,58883808.48955604
2020-04-09,60472786.6895493
2020-04-13,58797200.5238338
2020-04-14,60171924.29943941
2020-04-15,57885014.12491665
2020-04-16,57628332.71079751
2020-04-17,60336876.22175773
2020-04-20,58757302.246205956
2020-04-21,56627159.892137125
2020-04-22,57856697.66047063
2020-04-23,58579556.12766834
2020-04-24,59430596.64010254
2020-04-27,61858015.99164421
2020-04-28,63052983.951444976
2020-04-29,66046515.24955451
2020-04-30,64146320.29293657
2020-05-01,61648508.58528014
2020-05-04,62003820.12240766
2020-05-05,62423040.87626469
2020-05-06,62060967.588359654
2020-05-07,63046810.37335495
2020-05-08,65309546.928120136
2020-05-11,64979020.34300306
2020-05-12,63149054.18227647
2020-05-13,60484079.5896803
2020-05-14,61841660.66661194
2020-05-15,62408295.31721491
2020-05-18,66321537.292014584
2020-05-19,65798926.869538255
2020-05-20,67029090.03047949
2020-05-21,67374182.40479845
2020-05-22,67502872.50102319
2020-05-26,70175225.9781559
2020-05-27,72293400.37183475
2020-05-28,70680371.86101907
2020-05-29,70581978.81670187
2020-06-01,71658829.14490888
2020-06-02,72509980.61913767
2020-06-03,74681931.03332216
2020-06-04,75022074.5810538
2020-06-05,77815709.24771796
2020-06-08,79174766.84038027
2020-06-09,77243343.10019125
2020-06-10,75943198.56248587
2020-06-11,70234515.51965791
2020-06-12,72006577.4067327
2020-06-15,73704818.4705755
2020-06-16,74747394.01341441
2020-06-17,74309419.81464164
2020-06-18,74311981.12572207
2020-06-19,74275775.6921813
2020-06-22,74532621.76171552
2020-06-23,74921516.23417741
2020-06-24,72345589.66483702
2020-06-25,73191793.85943446
2020-06-26,71003342.59821025
2020-06-29,72838867.0651345
2020-06-30,73618567.29744174
2020-07-01,73218762.09751421
2020-07-02,73520558.66227782
2020-07-06,74620525.3061137
2020-07-07,73030958.9655217
2020-07-08,73772916.32389255
2020-07-09,72477788.80891652
2020-07-10,73835224.6511716
2020-07-13,72751684.05412021
2020-07-14,74086933.26998958
2020-07-15,76088411.79138088
2020-07-16,75551864.33022399
2020-07-17,75586521.36883253
2020-07-20,76246868.89939032
2020-07-21,76417334.41078047
2020-07-22,77060786.62289427
2020-07-23,76942005.20279942
2020-07-24,76253078.2026976
2020-07-27,77303330.99629194
2020-07-28,76446371.10276175
2020-07-29,78244006.3163612
2020-07-30,78004944.83102077
2020-07-31,77492006.3310031
2020-08-03,79688039.8583323
2020-08-04,80126119.95853093
2020-08-05,81799112.3711755
2020-08-06,82232297.78394875
2020-08-07,82882747.88758811
2020-08-10,83507373.76989374
2020-08-11,83730930.97357836
2020-08-12,87613116.85132119
2020-08-13,88149627.34974395
2020-08-14,88686338.68086797
2020-08-17,88334484.30678773
2020-08-18,87922122.2795625
2020-08-19,88117511.28543739
2020-08-20,87692915.19449762
2020-08-21,86584148.01057716
2020-08-24,87087407.45980425
2020-08-25,87381889.51367472
2020-08-26,87466260.87501341
2020-08-27,87408476.79970157
2020-08-28,88151798.74967177
2020-08-31,87623501.17273821
2020-09-01,88640408.81348963
2020-09-02,89605704.70792703
2020-09-03,86898472.850286
2020-09-04,86526419.68607143
2020-09-08,85310514.28965028
2020-09-09,86475242.46558125
2020-09-10,85606439.45509458
2020-09-11,85520139.65471746
2020-09-14,86908357.34178913
2020-09-15,87011925.33710217
2020-09-16,87232812.60220535
2020-09-17,86820929.46419878
2020-09-18,86141639.6895346
2020-09-21,84275434.64645453
2020-09-22,84845920.77012078
2020-09-23,83385150.24037118
2020-09-24,83409711.17502551
2020-09-25,84233795.35847934
2020-09-28,85532737.03249057
2020-09-29,85021197.70450056
2020-09-30,85247424.09719157
2020-10-01,86165582.89472021
2020-10-02,86297753.97195217
2020-10-05,87649107.79638869
2020-10-06,87211755.39132221
2020-10-07,88456297.65317044
2020-10-08,89338415.98273866
2020-10-09,89676018.23263605
2020-10-12,90054765.98404385
2020-10-13,89576886.71022011
2020-10-14,89258426.8682226
2020-10-15,89683952.07662944
2020-10-16,89633746.1972304
2020-10-19,89013551.27426542
2020-10-20,89497594.86152108
2020-10-21,88951907.08433492
2020-10-22,89650372.63061056
2020-10-23,90085068.57355237
2020-10-26,88550799.91697027
2020-10-27,87739411.82428357
2020-10-28,85861586.03806248
2020-10-29,86527982.93998423
2020-10-30,85364430.72640263
2020-11-02,87283609.03252646
