date,equity
2018-12-10,18821939.628861524
2018-12-11,18822277.243624058
2018-12-12,18820242.07391723
2018-12-13,18822966.437911
2018-12-14,18822379.74567324
2018-12-17,18822379.74567324
2018-12-18,18822379.74567324
2018-12-19,18822379.74567324
2018-12-20,18822379.74567324
2018-12-21,18973181.218074817
2018-12-24,18603799.797363445
2018-12-26,19521158.006900635
2018-12-27,19626398.96828797
2018-12-28,19641683.78830238
2018-12-31,19845331.1361387
2019-01-02,19951001.136333417
2019-01-03,19555183.323642347
2019-01-04,20307006.253830608
2019-01-07,20709808.50255615
2019-01-08,20976626.26716661
2019-01-09,21205898.25140967
2019-01-10,21376302.878016587
2019-01-11,21414317.55271799
2019-01-14,21257502.64703977
2019-01-15,21413716.23760156
2019-01-16,21524494.691534866
2019-01-17,21738321.54630706
2019-01-18,22041185.24032199
2019-01-22,21633837.56392871
2019-01-23,21574532.47790939
2019-01-24,21768970.57690133
2019-01-25,22117151.754898854
2019-01-28,21960204.097368423
2019-01-29,21953591.4633748
2019-01-30,22248261.177654494
2019-01-31,22322587.76251276
2019-02-01,22435382.27294741
2019-02-04,22590611.505400144
2019-02-05,22701685.55102955
2019-02-06,22628811.54313284
2019-02-07,22393626.348232333
2019-02-08,22405753.356237024
2019-02-11,22523868.197547022
2019-02-12,22853444.504818056
2019-02-13,22938965.46173208
2019-02-14,22982714.251688045
2019-02-15,23239624.026481856
2019-02-19,23349085.319499705
2019-02-20,23441169.22649544
2019-02-21,23394325.41577764
2019-02-22,23644944.89121888
2019-02-25,23658592.27430571
2019-02-26,23623617.87270385
2019-02-27,23739872.950530037
2019-02-28,23656803.90367097
2019-03-01,23809444.50500547
2019-03-04,23621907.757978026
2019-03-05,23552606.577541187
2019-03-06,23295627.385225773
2019-03-07,23086113.65138261
2019-03-08,23002984.9750324
2019-03-11,23361351.275932893
2019-03-12,23420043.020187262
2019-03-13,23576047.59526331
2019-03-14,23492509.013461903
2019-03-15,23600420.06645954
2019-03-18,23751827.8235138
2019-03-19,23657760.30012326
2019-03-20,23491846.48193835
2019-03-21,23828428.632197
2019-03-22,23118012.515267786
2019-03-25,23176698.10492281
2019-03-26,23348330.8269777
2019-03-27,23270027.124251798
2019-03-28,23471328.05038386
2019-03-29,23631470.976109307
2019-04-01,23981212.449989878
2019-04-02,23930875.40233533
2019-04-03,24086952.197075915
2019-04-04,24197967.33275934
2019-04-05,24373529.34298799
2019-04-08,24388902.052014783
2019-04-09,24176019.03689156
2019-04-10,24391507.31782919
2019-04-11,24427236.41372763
2019-04-12,24564834.397091497
2019-04-15,24499378.62795257
2019-04-16,24575744.791763183
2019-04-17,24371616.543004323
2019-04-18,24385274.605822984
2019-04-22,24340594.353919856
2019-04-23,24635769.71151316
2019-04-24,24668540.43087131
2019-04-25,24427703.863459595
2019-04-26,24638895.02542203
2019-04-29,24644227.805935025
2019-04-30,24581567.37292969
2019-05-01,24388334.56313678
2019-05-02,24361334.44194874
2019-05-03,24703993.780228157
2019-05-06,24617647.754319284
2019-05-07,24103599.607207827
2019-05-08,24130172.616434325
2019-05-09,24094583.9670222
2019-05-10,24112756.74201967
2019-05-13,23435919.31296739
2019-05-14,23671540.88816435
2019-05-15,23780638.82793841
2019-05-16,23919613.59251945
2019-05-17,23674315.97272265
2019-05-20,23497514.60898416
2019-05-21,23714656.48847702
2019-05-22,23577834.166168436
2019-05-23,23257288.8619882
2019-05-24,23316692.9032344
2019-05-28,23176915.600080904
2019-05-29,23005738.79019985
2019-05-30,22979031.53322696
2019-05-31,22684229.395095862
2019-06-03,22736322.544768643
2019-06-04,23224224.306379177
2019-06-05,23335049.986363437
2019-06-06,23353551.727829583
2019-06-07,23529580.235482767
2019-06-10,23588842.35318157
2019-06-11,23533069.4789772
2019-06-12,23515528.97927697
2019-06-13,23709135.960664835
2019-06-14,23613442.294156022
2019-06-17,23666931.951943707
2019-06-18,23942513.3299509
2019-06-19,24013375.150294505
2019-06-20,24195964.60181598
2019-06-21,24088662.11852148
2019-06-24,23983211.04166413
2019-06-25,23860578.661892544
2019-06-26,23804918.02237726
2019-06-27,24031949.91203314
2019-06-28,24232257.56269341
2019-07-01,24388615.954985157
2019-07-02,24365426.32495501
2019-07-03,24564914.000127085
2019-07-05,24547262.632349297
2019-07-08,24346432.095520444
2019-07-09,24400060.50476367
2019-07-10,24423149.801049624
2019-07-11,24407746.74891804
2019-07-12,24485554.554186583
2019-07-15,24424731.52288197
2019-07-16,24412356.415964305
2019-07-17,24260445.14351521
2019-07-18,24286017.53773372
2019-07-19,24196511.857643116
2019-07-22,24179694.07992419
2019-07-23,24233802.10417809
2019-07-24,24513059.24958656
2019-07-25,24390590.67351173
2019-07-26,24548412.21382056
2019-07-29,24512963.563089862
2019-07-30,24558780.259688072
2019-07-31,24386145.052143387
